round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,minutes_buts,nb_evenements,premier_but_minute,premier_but_equipe,intervalle_moyen,intervalle_max,intervalle_min,victoire
45,73349375,Egypt,Gabon,3,0,3,3,0,,0,,,0,0,0,dom
45,73349376,Cameroon,Morocco,4,0,4,4,0,,0,,,0,0,0,dom
45,73349377,Senegal,Sudan,6,0,6,6,0,,0,,,0,0,0,dom
45,73349378,Zambia,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul
2,73353877,DR Congo,Sudan,1,0,1,1,0,,0,,,0,0,0,dom
2,73353878,Mali,Burkina Faso,2,0,2,2,0,,0,,,0,0,0,dom
2,73353879,Mozambique,Cameroon,0,1,1,0,1,,0,,,0,0,0,ext
2,73353880,Equatorial Guinea,Algeria,0,1,1,0,1,,0,,,0,0,0,ext
2,73353881,Tanzania,Benin,0,0,0,0,0,,0,,,0,0,0,nul
2,73353882,Zambia,Nigeria,0,1,1,0,1,,0,,,0,0,0,ext
2,73353883,Gabon,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul
2,73353884,Uganda,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
2,73353885,Zimbabwe,Botswana,1,0,1,1,0,,0,,,0,0,0,dom
2,73353886,Angola,Egypt,0,1,1,0,1,,0,,,0,0,0,ext
2,73353887,Morocco,Comoros,3,0,3,3,0,,0,,,0,0,0,dom
2,73353888,South Africa,Senegal,1,0,1,1,0,,0,,,0,0,0,dom
3,73353889,Botswana,Angola,0,0,0,0,0,,0,,,0,0,0,nul
3,73353890,Algeria,Comoros,4,0,4,4,0,,0,,,0,0,0,dom
3,73353891,Tanzania,Gabon,1,2,3,1,2,,0,,,0,0,0,ext
3,73353892,Benin,Zambia,3,2,5,3,2,,0,,,0,0,0,dom
3,73353893,Burkina Faso,Morocco,0,1,1,0,1,,0,,,0,0,0,ext
3,73353894,Egypt,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul
3,73353895,Cameroon,Equatorial Guinea,3,0,3,3,0,,0,,,0,0,0,dom
3,73353896,Nigeria,South Africa,1,0,1,1,0,,0,,,0,0,0,dom
3,73353897,Tunisia,DR Congo,0,0,0,0,0,,0,,,0,0,0,nul
3,73353898,Senegal,Uganda,3,0,3,3,0,,0,,,0,0,0,dom
3,73353899,Sudan,Mali,0,3,3,0,3,,0,,,0,0,0,ext
3,73353900,Ivory Coast,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
4,73353901,South Africa,Zambia,3,1,4,3,1,,0,,,0,0,0,dom
4,73353902,Zimbabwe,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul
4,73353903,Comoros,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
4,73353904,Uganda,Nigeria,0,0,0,0,0,,0,,,0,0,0,nul
4,73353905,DR Congo,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
4,73353906,Mali,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
4,73353907,Morocco,Sudan,3,0,3,3,0,,0,,,0,0,0,dom
4,73353908,Algeria,Burkina Faso,5,0,5,5,0,,0,,,0,0,0,dom
4,73353909,Mozambique,Botswana,0,0,0,0,0,,0,,,0,0,0,nul
4,73353910,Angola,Ivory Coast,2,0,2,2,0,,0,,,0,0,0,dom
4,73353911,Equatorial Guinea,Egypt,1,2,3,1,2,,0,,,0,0,0,ext
4,73353912,Gabon,Benin,1,0,1,1,0,,0,,,0,0,0,dom
7,73353937,Zimbabwe,Angola,1,0,1,1,0,,0,,,0,0,0,dom
7,73353938,Gabon,Mozambique,5,1,6,5,1,,0,,,0,0,0,dom
7,73353939,Zambia,Mali,0,2,2,0,2,,0,,,0,0,0,ext
7,73353940,Ivory Coast,Comoros,1,0,1,1,0,,0,,,0,0,0,dom
7,73353941,Nigeria,Morocco,5,1,6,5,1,,0,,,0,0,0,dom
7,73353942,Botswana,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
7,73353943,Egypt,Sudan,4,0,4,4,0,,0,,,0,0,0,dom
7,73353944,South Africa,DR Congo,2,1,3,2,1,,0,,,0,0,0,dom
7,73353945,Senegal,Algeria,1,0,1,1,0,,0,,,0,0,0,dom
7,73353946,Benin,Uganda,0,0,0,0,0,,0,,,0,0,0,nul
7,73353947,Tanzania,Equatorial Guinea,2,0,2,2,0,,0,,,0,0,0,dom
7,73353948,Tunisia,Cameroon,1,1,2,1,1,,0,,,0,0,0,nul
8,73353949,Morocco,Zambia,3,1,4,3,1,,0,,,0,0,0,dom
8,73353950,Comoros,Tanzania,0,1,1,0,1,,0,,,0,0,0,ext
8,73353951,DR Congo,Uganda,2,1,3,2,1,,0,,,0,0,0,dom
8,73353952,Mali,South Africa,3,1,4,3,1,,0,,,0,0,0,dom
8,73353953,Sudan,Botswana,0,1,1,0,1,,0,,,0,0,0,ext
8,73353954,Equatorial Guinea,Gabon,0,1,1,0,1,,0,,,0,0,0,ext
8,73353955,Angola,Benin,3,0,3,3,0,,0,,,0,0,0,dom
8,73353956,Algeria,Nigeria,2,0,2,2,0,,0,,,0,0,0,dom
8,73353957,Mozambique,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
8,73353958,Burkina Faso,Ivory Coast,0,1,1,0,1,,0,,,0,0,0,ext
8,73353959,Egypt,Tunisia,1,0,1,1,0,,0,,,0,0,0,dom
8,73353960,Cameroon,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
9,73353961,Uganda,Mali,0,0,0,0,0,,0,,,0,0,0,nul
9,73353962,Tanzania,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
9,73353963,Senegal,Egypt,2,0,2,2,0,,0,,,0,0,0,dom
9,73353964,Zambia,Algeria,1,1,2,1,1,,0,,,0,0,0,nul
9,73353965,Benin,DR Congo,0,3,3,0,3,,0,,,0,0,0,ext
9,73353966,Botswana,Tunisia,0,1,1,0,1,,0,,,0,0,0,ext
9,73353967,Ivory Coast,Sudan,1,0,1,1,0,,0,,,0,0,0,dom
9,73353968,South Africa,Morocco,1,1,2,1,1,,0,,,0,0,0,nul
9,73353969,Angola,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul
9,73353970,Zimbabwe,Equatorial Guinea,5,1,6,5,1,,0,,,0,0,0,dom
9,73353971,Nigeria,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
9,73353972,Gabon,Comoros,0,2,2,0,2,,0,,,0,0,0,ext
10,73353973,Tunisia,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul
10,73353974,Botswana,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
10,73353975,Mozambique,Benin,0,0,0,0,0,,0,,,0,0,0,nul
10,73353976,Burkina Faso,Gabon,0,2,2,0,2,,0,,,0,0,0,ext
10,73353977,Cameroon,Zambia,0,1,1,0,1,,0,,,0,0,0,ext
10,73353978,Sudan,Tanzania,2,1,3,2,1,,0,,,0,0,0,dom
10,73353979,Mali,DR Congo,0,0,0,0,0,,0,,,0,0,0,nul
10,73353980,Egypt,Nigeria,0,2,2,0,2,,0,,,0,0,0,ext
10,73353981,Algeria,South Africa,0,2,2,0,2,,0,,,0,0,0,ext
10,73353982,Morocco,Uganda,3,2,5,3,2,,0,,,0,0,0,dom
10,73353983,Comoros,Zimbabwe,1,0,1,1,0,,0,,,0,0,0,dom
10,73353984,Equatorial Guinea,Angola,0,0,0,0,0,,0,,,0,0,0,nul
11,73353985,Mozambique,Equatorial Guinea,0,0,0,0,0,,0,,,0,0,0,nul
11,73353986,Gabon,Sudan,0,0,0,0,0,,0,,,0,0,0,nul
11,73353987,Zambia,Egypt,3,0,3,3,0,,0,,,0,0,0,dom
11,73353988,Ivory Coast,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
11,73353989,Angola,Comoros,0,0,0,0,0,,0,,,0,0,0,nul
11,73353990,Tanzania,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
11,73353991,DR Congo,Morocco,0,4,4,0,4,,0,,,0,0,0,ext
11,73353992,South Africa,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
11,73353993,Benin,Mali,0,0,0,0,0,,0,,,0,0,0,nul
11,73353994,Zimbabwe,Burkina Faso,3,0,3,3,0,,0,,,0,0,0,dom
11,73353995,Nigeria,Botswana,3,0,3,3,0,,0,,,0,0,0,dom
11,73353996,Uganda,Algeria,0,0,0,0,0,,0,,,0,0,0,nul
12,73353997,Comoros,Mozambique,1,1,2,1,1,,0,,,0,0,0,nul
12,73353998,Sudan,Zimbabwe,1,2,3,1,2,,0,,,0,0,0,ext
12,73353999,Burkina Faso,Angola,1,1,2,1,1,,0,,,0,0,0,nul
12,73354000,Botswana,Zambia,1,3,4,1,3,,0,,,0,0,0,ext
12,73354001,Senegal,Tanzania,4,0,4,4,0,,0,,,0,0,0,dom
12,73354002,Ivory Coast,Nigeria,0,1,1,0,1,,0,,,0,0,0,ext
12,73354003,Cameroon,Uganda,4,0,4,4,0,,0,,,0,0,0,dom
12,73354004,Morocco,Mali,0,1,1,0,1,,0,,,0,0,0,ext
12,73354005,Egypt,South Africa,0,2,2,0,2,,0,,,0,0,0,ext
12,73354006,Tunisia,Gabon,0,1,1,0,1,,0,,,0,0,0,ext
12,73354007,Equatorial Guinea,Benin,0,0,0,0,0,,0,,,0,0,0,nul
12,73354008,Algeria,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom
13,73354009,Zambia,Ivory Coast,0,1,1,0,1,,0,,,0,0,0,ext
13,73354010,Mali,Algeria,0,0,0,0,0,,0,,,0,0,0,nul
13,73354011,South Africa,Botswana,0,0,0,0,0,,0,,,0,0,0,nul
13,73354012,Gabon,Senegal,0,1,1,0,1,,0,,,0,0,0,ext
13,73354013,Mozambique,Burkina Faso,4,1,5,4,1,,0,,,0,0,0,dom
13,73354014,Zimbabwe,Tunisia,2,0,2,2,0,,0,,,0,0,0,dom
13,73354015,Tanzania,Nigeria,1,0,1,1,0,,0,,,0,0,0,dom
13,73354016,Benin,Morocco,1,2,3,1,2,,0,,,0,0,0,ext
13,73354017,Uganda,Egypt,1,1,2,1,1,,0,,,0,0,0,nul
13,73354018,Angola,Sudan,2,1,3,2,1,,0,,,0,0,0,dom
13,73354019,DR Congo,Cameroon,0,0,0,0,0,,0,,,0,0,0,nul
13,73354020,Equatorial Guinea,Comoros,0,1,1,0,1,,0,,,0,0,0,ext
14,73354021,Egypt,DR Congo,1,1,2,1,1,,0,,,0,0,0,nul
14,73354022,Botswana,Uganda,1,0,1,1,0,,0,,,0,0,0,dom
14,73354023,Nigeria,Gabon,1,1,2,1,1,,0,,,0,0,0,nul
14,73354024,Algeria,Morocco,1,1,2,1,1,,0,,,0,0,0,nul
14,73354025,Ivory Coast,South Africa,1,1,2,1,1,,0,,,0,0,0,nul
14,73354026,Comoros,Benin,2,1,3,2,1,,0,,,0,0,0,dom
14,73354027,Burkina Faso,Equatorial Guinea,0,1,1,0,1,,0,,,0,0,0,ext
14,73354028,Senegal,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
14,73354029,Cameroon,Mali,3,1,4,3,1,,0,,,0,0,0,dom
14,73354030,Tunisia,Angola,0,0,0,0,0,,0,,,0,0,0,nul
14,73354031,Tanzania,Zambia,0,0,0,0,0,,0,,,0,0,0,nul
14,73354032,Sudan,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul
15,73354033,Uganda,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul
15,73354034,Morocco,Cameroon,2,0,2,2,0,,0,,,0,0,0,dom
15,73354035,Equatorial Guinea,Sudan,1,0,1,1,0,,0,,,0,0,0,dom
15,73354036,Zimbabwe,Nigeria,1,0,1,1,0,,0,,,0,0,0,dom
15,73354037,Angola,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
15,73354038,Mozambique,Tunisia,1,1,2,1,1,,0,,,0,0,0,nul
15,73354039,South Africa,Tanzania,0,0,0,0,0,,0,,,0,0,0,nul
15,73354040,DR Congo,Botswana,0,0,0,0,0,,0,,,0,0,0,nul
15,73354041,Benin,Algeria,1,1,2,1,1,,0,,,0,0,0,nul
15,73354042,Gabon,Zambia,1,1,2,1,1,,0,,,0,0,0,nul
15,73354043,Mali,Egypt,1,0,1,1,0,,0,,,0,0,0,dom
15,73354044,Comoros,Burkina Faso,1,1,2,1,1,,0,,,0,0,0,nul
16,73354045,Sudan,Comoros,4,0,4,4,0,,0,,,0,0,0,dom
16,73354046,Zambia,Zimbabwe,1,0,1,1,0,,0,,,0,0,0,dom
16,73354047,Cameroon,Algeria,1,0,1,1,0,,0,,,0,0,0,dom
16,73354048,Egypt,Morocco,0,2,2,0,2,,0,,,0,0,0,ext
16,73354049,Burkina Faso,Benin,2,1,3,2,1,,0,,,0,0,0,dom
16,73354050,Botswana,Mali,1,1,2,1,1,,0,,,0,0,0,nul
16,73354051,Tanzania,Uganda,1,0,1,1,0,,0,,,0,0,0,dom
16,73354052,Tunisia,Equatorial Guinea,4,0,4,4,0,,0,,,0,0,0,dom
16,73354053,Nigeria,Angola,0,0,0,0,0,,0,,,0,0,0,nul
16,73354054,Ivory Coast,DR Congo,1,1,2,1,1,,0,,,0,0,0,nul
16,73354055,Senegal,Mozambique,1,3,4,1,3,,0,,,0,0,0,ext
16,73354056,Gabon,South Africa,0,0,0,0,0,,0,,,0,0,0,nul
17,73354057,DR Congo,Tanzania,1,0,1,1,0,,0,,,0,0,0,dom
17,73354058,Mali,Ivory Coast,2,0,2,2,0,,0,,,0,0,0,dom
17,73354059,Comoros,Tunisia,1,0,1,1,0,,0,,,0,0,0,dom
17,73354060,Mozambique,Nigeria,0,3,3,0,3,,0,,,0,0,0,ext
17,73354061,Uganda,Gabon,1,1,2,1,1,,0,,,0,0,0,nul
17,73354062,Benin,Cameroon,2,2,4,2,2,,0,,,0,0,0,nul
17,73354063,Algeria,Egypt,2,1,3,2,1,,0,,,0,0,0,dom
17,73354064,Equatorial Guinea,Senegal,0,1,1,0,1,,0,,,0,0,0,ext
17,73354065,Morocco,Botswana,0,0,0,0,0,,0,,,0,0,0,nul
17,73354066,Zimbabwe,South Africa,0,1,1,0,1,,0,,,0,0,0,ext
17,73354067,Angola,Zambia,0,0,0,0,0,,0,,,0,0,0,nul
17,73354068,Burkina Faso,Sudan,2,1,3,2,1,,0,,,0,0,0,dom
18,73354069,Tunisia,Burkina Faso,0,1,1,0,1,,0,,,0,0,0,ext
18,73354070,Sudan,Benin,0,0,0,0,0,,0,,,0,0,0,nul
18,73354071,Botswana,Algeria,0,0,0,0,0,,0,,,0,0,0,nul
18,73354072,South Africa,Angola,1,0,1,1,0,,0,,,0,0,0,dom
18,73354073,Senegal,Comoros,1,2,3,1,2,,0,,,0,0,0,ext
18,73354074,Tanzania,Mali,0,0,0,0,0,,0,,,0,0,0,nul
18,73354075,Egypt,Cameroon,1,2,3,1,2,,0,,,0,0,0,ext
18,73354076,Ivory Coast,Morocco,1,0,1,1,0,,0,,,0,0,0,dom
18,73354077,Zambia,Mozambique,0,3,3,0,3,,0,,,0,0,0,ext
18,73354078,Nigeria,Equatorial Guinea,0,0,0,0,0,,0,,,0,0,0,nul
18,73354079,Gabon,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom
18,73354080,Zimbabwe,Uganda,0,0,0,0,0,,0,,,0,0,0,nul
19,73354081,Algeria,Ivory Coast,3,0,3,3,0,,0,,,0,0,0,dom
19,73354082,Morocco,Tanzania,5,0,5,5,0,,0,,,0,0,0,dom
19,73354083,Comoros,Nigeria,1,1,2,1,1,,0,,,0,0,0,nul
19,73354084,Benin,Egypt,0,0,0,0,0,,0,,,0,0,0,nul
19,73354085,Burkina Faso,Senegal,0,1,1,0,1,,0,,,0,0,0,ext
19,73354086,DR Congo,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
19,73354087,Equatorial Guinea,Zambia,1,0,1,1,0,,0,,,0,0,0,dom
19,73354088,Sudan,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
19,73354089,Angola,Uganda,4,0,4,4,0,,0,,,0,0,0,dom
19,73354090,Mozambique,South Africa,2,1,3,2,1,,0,,,0,0,0,dom
19,73354091,Cameroon,Botswana,3,0,3,3,0,,0,,,0,0,0,dom
19,73354092,Mali,Gabon,1,0,1,1,0,,0,,,0,0,0,dom
20,73354093,Angola,DR Congo,1,1,2,1,1,,0,,,0,0,0,nul
20,73354094,Zimbabwe,Mali,0,0,0,0,0,,0,,,0,0,0,nul
20,73354095,Zambia,Comoros,0,1,1,0,1,,0,,,0,0,0,ext
20,73354096,Senegal,Sudan,1,0,1,1,0,,0,,,0,0,0,dom
20,73354097,Gabon,Morocco,0,3,3,0,3,,0,,,0,0,0,ext
20,73354098,Uganda,Mozambique,2,1,3,2,1,,0,,,0,0,0,dom
20,73354099,Tanzania,Algeria,0,1,1,0,1,,0,,,0,0,0,ext
20,73354100,Botswana,Egypt,1,4,5,1,4,,0,,,0,0,0,ext
20,73354101,South Africa,Equatorial Guinea,3,1,4,3,1,,0,,,0,0,0,dom
20,73354102,Ivory Coast,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
20,73354103,Tunisia,Benin,3,0,3,3,0,,0,,,0,0,0,dom
20,73354104,Nigeria,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
26,73361316,Benin,Morocco,1,0,1,1,0,,0,,,0,0,0,dom
26,73361317,Mali,Equatorial Guinea,1,0,1,1,0,,0,,,0,0,0,dom
26,73361318,Nigeria,Tunisia,4,0,4,4,0,,0,,,0,0,0,dom
26,73361319,Burkina Faso,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
26,73361320,Algeria,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom
26,73361321,Angola,Comoros,1,2,3,1,2,,0,,,0,0,0,ext
26,73361322,Gabon,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul
26,73361323,Zambia,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul
26,73361324,Zimbabwe,Ivory Coast,0,1,1,0,1,,0,,,0,0,0,ext
26,73361325,Sudan,Uganda,1,0,1,1,0,,0,,,0,0,0,dom
26,73361326,Senegal,South Africa,1,0,1,1,0,,0,,,0,0,0,dom
26,73361327,Egypt,Botswana,5,0,5,5,0,,0,,,0,0,0,dom
1,73367231,Uganda,Comoros,1,0,1,1,0,,0,,,0,0,0,dom
1,73367232,Senegal,Sudan,3,0,3,3,0,,0,,,0,0,0,dom
1,73367233,Morocco,Zimbabwe,2,0,2,2,0,,0,,,0,0,0,dom
1,73367234,Mozambique,Mali,0,0,0,0,0,,0,,,0,0,0,nul
1,73367235,Gabon,Zambia,1,2,3,1,2,,0,,,0,0,0,ext
1,73367236,South Africa,Nigeria,1,0,1,1,0,,0,,,0,0,0,dom
1,73367237,Ivory Coast,Egypt,0,1,1,0,1,,0,,,0,0,0,ext
1,73367238,Equatorial Guinea,Burkina Faso,1,2,3,1,2,,0,,,0,0,0,ext
1,73367239,Tunisia,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom
1,73367240,Algeria,Tanzania,2,0,2,2,0,,0,,,0,0,0,dom
1,73367241,Botswana,Benin,1,0,1,1,0,,0,,,0,0,0,dom
1,73367242,Angola,Cameroon,2,0,2,2,0,,0,,,0,0,0,dom
1,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
1,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
1,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
1,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
1,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
1,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
1,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
1,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
1,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
1,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
1,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
2,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
2,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
2,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
2,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
2,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
2,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
2,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
2,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
2,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
2,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
2,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
2,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
3,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
3,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
3,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
3,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
3,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
3,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
3,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
3,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
3,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
3,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
3,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
3,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
4,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
4,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
4,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
4,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
4,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
4,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
4,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
4,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
4,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
4,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
4,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
4,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
5,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
5,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
5,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
5,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
5,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
5,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
5,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
5,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
5,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
5,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
5,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
5,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
6,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
6,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
6,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
6,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
6,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
6,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
6,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
6,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
6,Sudan,Burkina Faso,73430793,0,0,0,0,X,3.76,3.31,2.04,0.2513,0.2855,0.4632
6,South Africa,Cameroon,73430794,0,0,0,0,X,1.33,3.7,26.98,0.7098,0.2552,0.035
6,Nigeria,Angola,73430795,0,0,0,0,X,2.26,2.1,7.05,0.4172,0.449,0.1338
7,Ivory Coast,Equatorial Guinea,73430784,0,0,0,0,X,1.01,15.27,100.0,0.9292,0.0615,0.0094
7,Morocco,Zimbabwe,73430785,0,0,0,0,X,1.21,5.16,24.59,0.779,0.1827,0.0383
7,Benin,Mozambique,73430786,0,0,0,0,X,2.95,2.77,2.77,0.3195,0.3403,0.3403
7,DR Congo,Botswana,73430787,0,0,0,0,X,3.31,1.73,5.58,0.2852,0.5456,0.1692
7,Uganda,Gabon,73430788,0,0,0,0,X,2.3,2.55,4.29,0.4102,0.3699,0.2199
7,Tunisia,Tanzania,73430789,0,0,0,0,X,1.6,2.94,10.51,0.5895,0.3208,0.0897
7,Comoros,Mali,73430790,0,0,0,0,X,6.1,1.47,4.66,0.1548,0.6425,0.2027
7,Zambia,Egypt,73430791,0,0,0,0,X,7.9,2.33,1.98,0.1193,0.4046,0.4761
7,Algeria,Senegal,73430792,0,0,0,0,X,2.1,2.47,5.58,0.4491,0.3818,0.169
